  Elapsed time	   ECG1	   ECG2
       0:05.734	 -0.035	  0.025
       0:05.742	 -0.045	  0.045
       0:05.750	 -0.065	  0.065
       0:05.758	  0.025	  0.025
       0:05.766	  0.045	 -0.025
       0:05.773	 -0.025	 -0.065
       0:05.781	 -0.075	 -0.065
       0:05.789	 -0.105	 -0.025
       0:05.797	 -0.115	 -0.035
       0:05.805	 -0.115	 -0.025
       0:05.813	 -0.145	 -0.055
       0:05.820	 -0.175	 -0.045
       0:05.828	 -0.195	  0.005
       0:05.836	 -0.255	 -0.055
       0:05.844	 -0.185	 -0.045
       0:05.852	 -0.155	 -0.045
       0:05.859	 -0.135	 -0.005
       0:05.867	 -0.405	  0.215
       0:05.875	 -0.805	  0.105
       0:05.883	 -0.445	 -0.335
       0:05.891	  1.025	 -0.445
       0:05.898	  2.465	 -0.275
       0:05.906	  2.855	  0.425
       0:05.914	  2.465	  0.105
       0:05.922	  0.995	 -0.955
       0:05.930	 -0.105	 -0.565
       0:05.938	 -0.225	 -0.085
       0:05.945	 -0.265	 -0.015
       0:05.953	 -0.295	 -0.035
       0:05.961	 -0.335	 -0.035
       0:05.969	 -0.325	 -0.035
       0:05.977	 -0.325	 -0.045
       0:05.984	 -0.335	 -0.025
       0:05.992	 -0.305	 -0.055
       0:06.000	 -0.295	 -0.075
       0:06.008	 -0.255	 -0.075
       0:06.016	 -0.255	 -0.045
       0:06.023	 -0.225	 -0.085
       0:06.031	 -0.205	 -0.075
       0:06.039	 -0.205	 -0.105
       0:06.047	 -0.185	 -0.105
       0:06.055	 -0.155	 -0.125
       0:06.063	 -0.135	 -0.155
       0:06.070	 -0.105	 -0.165
       0:06.078	 -0.095	 -0.155
       0:06.086	 -0.125	 -0.215
       0:06.094	 -0.135	 -0.235
       0:06.102	 -0.175	 -0.235
       0:06.109	 -0.185	 -0.225
       0:06.117	 -0.155	 -0.205
       0:06.125	 -0.205	 -0.215
       0:06.133	 -0.215	 -0.205
       0:06.141	 -0.195	 -0.155
       0:06.148	 -0.155	 -0.125
       0:06.156	 -0.125	 -0.085
       0:06.164	 -0.155	 -0.055
       0:06.172	 -0.115	 -0.025
       0:06.180	 -0.125	 -0.005
       0:06.188	 -0.135	  0.005
       0:06.195	 -0.165	 -0.005
       0:06.203	 -0.145	  0.005
       0:06.211	 -0.165	  0.005
       0:06.219	 -0.115	 -0.005
       0:06.227	 -0.115	  0.005
       0:06.234	 -0.115	  0.025
       0:06.242	 -0.135	  0.005
       0:06.250	 -0.145	 -0.025
       0:06.258	 -0.145	 -0.005
       0:06.266	 -0.125	  0.005
       0:06.273	 -0.125	 -0.005
       0:06.281	 -0.095	  0.005
       0:06.289	 -0.095	  0.005
       0:06.297	 -0.105	 -0.015
       0:06.305	 -0.115	 -0.005
       0:06.313	 -0.135	 -0.015
       0:06.320	 -0.135	 -0.005
       0:06.328	 -0.115	 -0.015
       0:06.336	 -0.145	  0.005
       0:06.344	 -0.085	  0.005
       0:06.352	 -0.045	  0.035
       0:06.359	 -0.065	  0.055
       0:06.367	 -0.065	  0.045
       0:06.375	  0.065	  0.025
       0:06.383	  0.045	 -0.025
       0:06.391	  0.005	 -0.045
       0:06.398	 -0.055	 -0.045
       0:06.406	 -0.095	 -0.055
       0:06.414	 -0.105	 -0.015
       0:06.422	 -0.135	  0.025
       0:06.430	 -0.155	 -0.025
       0:06.438	 -0.205	 -0.025
       0:06.445	 -0.195	 -0.055
       0:06.453	 -0.195	 -0.045
       0:06.461	 -0.195	 -0.035
       0:06.469	 -0.175	 -0.015
       0:06.477	 -0.195	 -0.035
       0:06.484	 -0.305	  0.155
       0:06.492	 -0.815	  0.055
       0:06.500	 -0.615	 -0.335
       0:06.508	  0.655	 -0.655
       0:06.516	  2.305	 -0.195
       0:06.523	  2.765	  0.405
       0:06.531	  2.475	  0.665
       0:06.539	  1.085	 -0.695
       0:06.547	 -0.155	 -0.685
       0:06.555	 -0.295	 -0.185
       0:06.563	 -0.255	 -0.035
       0:06.570	 -0.305	 -0.065
       0:06.578	 -0.315	 -0.065
       0:06.586	 -0.335	 -0.055
       0:06.594	 -0.335	 -0.065
       0:06.602	 -0.315	 -0.085
       0:06.609	 -0.315	 -0.085
       0:06.617	 -0.285	 -0.085
       0:06.625	 -0.265	 -0.105
       0:06.633	 -0.255	 -0.105
       0:06.641	 -0.255	 -0.115
       0:06.648	 -0.215	 -0.115
       0:06.656	 -0.185	 -0.145
       0:06.664	 -0.145	 -0.145
       0:06.672	 -0.165	 -0.135
       0:06.680	 -0.145	 -0.195
       0:06.688	 -0.125	 -0.215
       0:06.695	 -0.125	 -0.235
       0:06.703	 -0.095	 -0.255
       0:06.711	 -0.125	 -0.265
       0:06.719	 -0.155	 -0.295
       0:06.727	 -0.145	 -0.305
       0:06.734	 -0.205	 -0.315
       0:06.742	 -0.215	 -0.300
       0:06.750	 -0.215	 -0.270
       0:06.758	 -0.175	 -0.210
       0:06.766	 -0.195	 -0.170
       0:06.773	 -0.085	 -0.130
       0:06.781	 -0.055	 -0.100
       0:06.789	 -0.095	 -0.060
       0:06.797	 -0.085	 -0.040
       0:06.805	 -0.115	 -0.020
       0:06.813	 -0.125	 -0.010
       0:06.820	 -0.115	  0.000
       0:06.828	 -0.125	 -0.010
       0:06.836	 -0.145	 -0.010
       0:06.844	 -0.125	 -0.010
       0:06.852	 -0.105	  0.000
       0:06.859	 -0.105	  0.000
       0:06.867	 -0.115	  0.000
       0:06.875	 -0.105	 -0.010
       0:06.883	 -0.075	 -0.010
       0:06.891	 -0.085	 -0.020
       0:06.898	 -0.095	 -0.020
       0:06.906	 -0.095	 -0.020
       0:06.914	 -0.075	 -0.010
       0:06.922	 -0.085	 -0.020
       0:06.930	 -0.105	 -0.015
       0:06.938	 -0.095	 -0.015
       0:06.945	 -0.085	 -0.015
       0:06.953	 -0.085	  0.005
       0:06.961	 -0.095	  0.005
       0:06.969	 -0.115	 -0.025
       0:06.977	 -0.085	 -0.015
       0:06.984	 -0.105	  0.015
       0:06.992	 -0.055	  0.025
       0:07.000	 -0.045	  0.035
       0:07.008	 -0.005	  0.045
       0:07.016	  0.015	  0.045
       0:07.023	  0.065	 -0.005
       0:07.031	  0.035	 -0.045
       0:07.039	  0.015	 -0.075
       0:07.047	 -0.025	 -0.035
       0:07.055	 -0.045	 -0.015
       0:07.063	 -0.085	 -0.005
       0:07.070	 -0.075	 -0.015
       0:07.078	 -0.105	 -0.015
       0:07.086	 -0.155	 -0.035
       0:07.094	 -0.185	 -0.045
       0:07.102	 -0.145	 -0.015
       0:07.109	 -0.135	 -0.025
       0:07.117	 -0.145	 -0.035
       0:07.125	 -0.115	  0.035
       0:07.133	 -0.645	  0.135
       0:07.141	 -0.675	 -0.105
       0:07.148	  0.275	 -0.625
       0:07.156	  1.925	 -0.235
       0:07.164	  2.745	  0.175
       0:07.172	  2.535	  0.905
       0:07.180	  1.725	  0.045
       0:07.188	  0.045	 -0.845
       0:07.195	 -0.335	 -0.395
       0:07.203	 -0.265	 -0.095
       0:07.211	 -0.265	 -0.065
       0:07.219	 -0.285	 -0.085
       0:07.227	 -0.285	 -0.095
       0:07.234	 -0.315	 -0.075
       0:07.242	 -0.295	 -0.095
       0:07.250	 -0.275	 -0.095
       0:07.258	 -0.275	 -0.065
       0:07.266	 -0.265	 -0.115
       0:07.273	 -0.235	 -0.125
       0:07.281	 -0.225	 -0.135
       0:07.289	 -0.195	 -0.155
       0:07.297	 -0.175	 -0.155
       0:07.305	 -0.155	 -0.175
       0:07.313	 -0.145	 -0.195
       0:07.320	 -0.205	 -0.195
       0:07.328	 -0.125	 -0.235
       0:07.336	 -0.105	 -0.275
       0:07.344	 -0.105	 -0.295
       0:07.352	 -0.095	 -0.305
       0:07.359	 -0.125	 -0.295
       0:07.367	 -0.115	 -0.305
       0:07.375	 -0.145	 -0.305
       0:07.383	 -0.165	 -0.295
       0:07.391	 -0.145	 -0.265
       0:07.398	 -0.135	 -0.225
       0:07.406	 -0.085	 -0.205
       0:07.414	 -0.065	 -0.115
       0:07.422	 -0.065	 -0.095
       0:07.430	 -0.085	 -0.095
       0:07.438	 -0.095	 -0.045
       0:07.445	 -0.085	 -0.025
       0:07.453	 -0.075	 -0.005
       0:07.461	 -0.115	 -0.015
       0:07.469	 -0.115	 -0.005
       0:07.477	 -0.135	 -0.005
       0:07.484	 -0.105	 -0.015
       0:07.492	 -0.145	 -0.005
       0:07.500	 -0.115	 -0.015
       0:07.508	 -0.125	 -0.005
       0:07.516	 -0.135	  0.005
       0:07.523	 -0.125	 -0.025
       0:07.531	 -0.145	 -0.015
       0:07.539	 -0.085	 -0.005
       0:07.547	 -0.095	  0.005
       0:07.555	 -0.145	 -0.025
       0:07.563	 -0.105	 -0.025
       0:07.570	 -0.105	 -0.015
       0:07.578	 -0.105	  0.015
       0:07.586	 -0.145	 -0.015
       0:07.594	 -0.105	 -0.035
       0:07.602	 -0.135	 -0.015
       0:07.609	 -0.125	  0.005
       0:07.617	 -0.085	  0.015
       0:07.625	 -0.075	  0.015
       0:07.633	 -0.085	  0.025
       0:07.641	 -0.105	  0.055
       0:07.648	  0.005	  0.055
       0:07.656	  0.065	  0.005
       0:07.664	 -0.015	 -0.025
       0:07.672	 -0.085	 -0.045
       0:07.680	 -0.105	 -0.045
       0:07.688	 -0.105	 -0.025
       0:07.695	 -0.105	 -0.005
       0:07.703	 -0.155	 -0.025
       0:07.711	 -0.165	 -0.035
       0:07.719	 -0.185	 -0.045
       0:07.727	 -0.195	 -0.045
       0:07.734	 -0.185	 -0.025
       0:07.742	 -0.185	 -0.025
       0:07.750	 -0.165	 -0.035
       0:07.758	 -0.165	  0.045
       0:07.766	 -0.745	  0.165
       0:07.773	 -0.685	 -0.025
       0:07.781	  0.545	 -0.415
       0:07.789	  2.165	 -0.205
       0:07.797	  2.835	  0.005
       0:07.805	  2.635	  0.545
       0:07.813	  1.655	 -0.095
       0:07.820	 -0.015	 -0.825
       0:07.828	 -0.415	 -0.415
       0:07.836	 -0.245	 -0.085
       0:07.844	 -0.295	 -0.035
       0:07.852	 -0.335	 -0.045
       0:07.859	 -0.325	 -0.065
       0:07.867	 -0.325	 -0.045
       0:07.875	 -0.335	 -0.055
       0:07.883	 -0.315	 -0.075
       0:07.891	 -0.285	 -0.065
       0:07.898	 -0.255	 -0.075
       0:07.906	 -0.265	 -0.085
       0:07.914	 -0.265	 -0.095
       0:07.922	 -0.215	 -0.085
       0:07.930	 -0.205	 -0.115
       0:07.938	 -0.195	 -0.125
       0:07.945	 -0.165	 -0.135
       0:07.953	 -0.125	 -0.125
       0:07.961	 -0.145	 -0.175
       0:07.969	 -0.155	 -0.215
       0:07.977	 -0.145	 -0.215
       0:07.984	 -0.125	 -0.235
       0:07.992	 -0.215	 -0.255
       0:08.000	 -0.165	 -0.255
       0:08.008	 -0.175	 -0.225
       0:08.016	 -0.195	 -0.205
       0:08.023	 -0.165	 -0.175
       0:08.031	 -0.155	 -0.145
       0:08.039	 -0.125	 -0.125
       0:08.047	 -0.095	 -0.085
       0:08.055	 -0.105	 -0.055
       0:08.063	 -0.095	 -0.035
       0:08.070	 -0.135	 -0.015
       0:08.078	 -0.135	  0.005
       0:08.086	 -0.135	  0.015
       0:08.094	 -0.165	 -0.015
       0:08.102	 -0.135	 -0.005
       0:08.109	 -0.135	  0.015
       0:08.117	 -0.135	  0.015
       0:08.125	 -0.145	 -0.005
       0:08.133	 -0.145	  0.005
       0:08.141	 -0.135	  0.015
       0:08.148	 -0.145	  0.005
       0:08.156	 -0.125	 -0.015
       0:08.164	 -0.115	 -0.015
       0:08.172	 -0.105	 -0.005
       0:08.180	 -0.135	 -0.005
       0:08.188	 -0.115	 -0.005
       0:08.195	 -0.105	 -0.015
       0:08.203	 -0.145	  0.005
       0:08.211	 -0.135	  0.005
       0:08.219	 -0.135	  0.005
       0:08.227	 -0.125	 -0.025
       0:08.234	 -0.125	  0.005
       0:08.242	 -0.085	  0.055
       0:08.250	 -0.075	  0.055
       0:08.258	 -0.065	  0.075
       0:08.266	  0.015	  0.065
       0:08.273	  0.045	 -0.005
       0:08.281	  0.005	 -0.035
       0:08.289	 -0.035	 -0.055
       0:08.297	 -0.085	 -0.015
       0:08.305	 -0.115	  0.005
       0:08.313	 -0.115	 -0.005
       0:08.320	 -0.125	 -0.015
       0:08.328	 -0.145	 -0.015
       0:08.336	 -0.195	 -0.035
       0:08.344	 -0.205	 -0.025
       0:08.352	 -0.175	 -0.025
       0:08.359	 -0.145	 -0.015
       0:08.367	 -0.155	 -0.025
       0:08.375	 -0.265	  0.135
       0:08.383	 -0.755	  0.185
       0:08.391	 -0.545	 -0.105
       0:08.398	  0.695	 -0.405
       0:08.406	  2.195	 -0.255
       0:08.414	  2.715	  0.085
       0:08.422	  2.535	  0.455
       0:08.430	  1.145	 -0.745
       0:08.438	 -0.135	 -0.745
       0:08.445	 -0.245	 -0.165
       0:08.453	 -0.215	  0.005
       0:08.461	 -0.265	  0.005
       0:08.469	 -0.355	 -0.035
       0:08.477	 -0.335	 -0.035
       0:08.484	 -0.305	 -0.015
       0:08.492	 -0.315	 -0.025
       0:08.500	 -0.295	 -0.055
       0:08.508	 -0.295	 -0.065
       0:08.516	 -0.275	 -0.045
       0:08.523	 -0.255	 -0.055
       0:08.531	 -0.255	 -0.065
       0:08.539	 -0.205	 -0.065
       0:08.547	 -0.165	 -0.085
       0:08.555	 -0.145	 -0.105
       0:08.563	 -0.145	 -0.125
       0:08.570	 -0.125	 -0.135
       0:08.578	 -0.105	 -0.115
       0:08.586	 -0.115	 -0.175
       0:08.594	 -0.135	 -0.215
       0:08.602	 -0.135	 -0.215
       0:08.609	 -0.125	 -0.205
       0:08.617	 -0.185	 -0.225
       0:08.625	 -0.215	 -0.225
       0:08.633	 -0.235	 -0.215
       0:08.641	 -0.205	 -0.175
       0:08.648	 -0.195	 -0.145
       0:08.656	 -0.165	 -0.115
       0:08.664	 -0.135	 -0.065
       0:08.672	 -0.135	 -0.025
       0:08.680	 -0.125	 -0.025
       0:08.688	 -0.135	 -0.025
       0:08.695	 -0.135	  0.035
       0:08.703	 -0.135	  0.015
       0:08.711	 -0.145	 -0.005
       0:08.719	 -0.135	 -0.005
       0:08.727	 -0.135	  0.035
       0:08.734	 -0.135	  0.025
       0:08.742	 -0.125	  0.005
       0:08.750	 -0.115	  0.005
       0:08.758	 -0.145	 -0.005
       0:08.766	 -0.105	  0.025
       0:08.773	 -0.115	 -0.005
       0:08.781	 -0.135	  0.005
       0:08.789	 -0.135	  0.005
       0:08.797	 -0.095	  0.015
       0:08.805	 -0.125	  0.025
       0:08.813	 -0.155	 -0.005
       0:08.820	 -0.135	 -0.035
       0:08.828	 -0.135	 -0.005
       0:08.836	 -0.115	 -0.005
       0:08.844	 -0.135	 -0.015
       0:08.852	 -0.105	  0.035
       0:08.859	 -0.085	  0.005
       0:08.867	 -0.025	  0.025
       0:08.875	 -0.045	  0.055
       0:08.883	 -0.105	  0.075
       0:08.891	 -0.005	  0.085
       0:08.898	  0.075	  0.005
       0:08.906	 -0.005	 -0.025
       0:08.914	 -0.045	 -0.065
       0:08.922	 -0.105	 -0.025
       0:08.930	 -0.095	 -0.015
       0:08.938	 -0.125	  0.025
       0:08.945	 -0.095	 -0.005
       0:08.953	 -0.135	 -0.015
       0:08.961	 -0.205	 -0.015
       0:08.969	 -0.195	 -0.035
       0:08.977	 -0.185	 -0.015
       0:08.984	 -0.175	 -0.015
       0:08.992	 -0.185	 -0.035
       0:09.000	 -0.145	  0.025
       0:09.008	 -0.675	  0.215
       0:09.016	 -0.765	 -0.045
       0:09.023	  0.335	 -0.585
       0:09.031	  2.115	 -0.325
       0:09.039	  2.855	  0.125
       0:09.047	  2.615	  0.635
       0:09.055	  1.305	 -0.575
       0:09.063	 -0.095	 -0.825
       0:09.070	 -0.265	 -0.215
       0:09.078	 -0.265	 -0.015
       0:09.086	 -0.285	 -0.025
       0:09.094	 -0.325	 -0.045
       0:09.102	 -0.355	 -0.025
       0:09.109	 -0.305	 -0.055
       0:09.117	 -0.325	 -0.055
       0:09.125	 -0.305	 -0.045
       0:09.133	 -0.305	 -0.085
       0:09.141	 -0.285	 -0.055
       0:09.148	 -0.245	 -0.095
       0:09.156	 -0.235	 -0.105
       0:09.164	 -0.205	 -0.085
       0:09.172	 -0.225	 -0.115
       0:09.180	 -0.135	 -0.145
       0:09.188	 -0.175	 -0.145
       0:09.195	 -0.125	 -0.165
       0:09.203	 -0.075	 -0.165
       0:09.211	 -0.085	 -0.195
       0:09.219	 -0.095	 -0.215
       0:09.227	 -0.105	 -0.255
       0:09.234	 -0.145	 -0.235
       0:09.242	 -0.115	 -0.275
       0:09.250	 -0.185	 -0.275
       0:09.258	 -0.195	 -0.265
       0:09.266	 -0.195	 -0.215
       0:09.273	 -0.205	 -0.215
       0:09.281	 -0.135	 -0.175
       0:09.289	 -0.105	 -0.085
       0:09.297	 -0.135	 -0.075
       0:09.305	 -0.105	 -0.065
       0:09.313	 -0.135	 -0.035
       0:09.320	 -0.135	 -0.015
       0:09.328	 -0.155	  0.005
       0:09.336	 -0.135	  0.005
       0:09.344	 -0.125	 -0.035
       0:09.352	 -0.135	 -0.025
       0:09.359	 -0.185	  0.005
       0:09.367	 -0.165	  0.005
       0:09.375	 -0.125	 -0.025
       0:09.383	 -0.145	 -0.015
       0:09.391	 -0.115	  0.005
       0:09.398	 -0.125	  0.015
       0:09.406	 -0.165	  0.005
       0:09.414	 -0.125	 -0.015
       0:09.422	 -0.155	 -0.015
       0:09.430	 -0.145	 -0.005
       0:09.438	 -0.165	 -0.035
       0:09.445	 -0.145	  0.015
       0:09.453	 -0.135	  0.005
       0:09.461	 -0.155	 -0.025
       0:09.469	 -0.155	 -0.025
       0:09.477	 -0.175	 -0.015
       0:09.484	 -0.145	 -0.005
       0:09.492	 -0.175	 -0.005
       0:09.500	 -0.145	 -0.015
       0:09.508	 -0.095	  0.015
       0:09.516	 -0.055	  0.045
       0:09.523	 -0.085	  0.055
       0:09.531	 -0.055	  0.045
       0:09.539	  0.055	  0.005
       0:09.547	 -0.045	 -0.005
       0:09.555	 -0.075	 -0.045
       0:09.563	 -0.105	 -0.035
       0:09.570	 -0.105	 -0.015
       0:09.578	 -0.135	  0.025
       0:09.586	 -0.195	  0.005
       0:09.594	 -0.195	 -0.035
       0:09.602	 -0.205	 -0.035
       0:09.609	 -0.185	 -0.015
       0:09.617	 -0.195	 -0.025
       0:09.625	 -0.205	 -0.015
       0:09.633	 -0.195	 -0.035
       0:09.641	 -0.175	  0.025
       0:09.648	 -0.565	  0.195
       0:09.656	 -0.735	 -0.055
       0:09.664	  0.045	 -0.575
       0:09.672	  1.855	 -0.335
       0:09.680	  2.745	  0.145
       0:09.688	  2.595	  0.745
       0:09.695	  1.645	 -0.155
       0:09.703	  0.085	 -0.725
       0:09.711	 -0.305	 -0.365
       0:09.719	 -0.275	 -0.095
       0:09.727	 -0.285	 -0.045
       0:09.734	 -0.335	 -0.055
       0:09.742	 -0.355	 -0.055
       0:09.750	 -0.355	 -0.075
       0:09.758	 -0.335	 -0.085
       0:09.766	 -0.355	 -0.055
       0:09.773	 -0.315	 -0.105
       0:09.781	 -0.295	 -0.095
       0:09.789	 -0.275	 -0.115
       0:09.797	 -0.235	 -0.125
       0:09.805	 -0.235	 -0.135
       0:09.813	 -0.225	 -0.135
       0:09.820	 -0.205	 -0.155
       0:09.828	 -0.185	 -0.185
       0:09.836	 -0.185	 -0.205
       0:09.844	 -0.165	 -0.235
       0:09.852	 -0.125	 -0.275
       0:09.859	 -0.135	 -0.275
       0:09.867	 -0.135	 -0.315
       0:09.875	 -0.145	 -0.345
       0:09.883	 -0.145	 -0.315
       0:09.891	 -0.175	 -0.325
       0:09.898	 -0.205	 -0.325
       0:09.906	 -0.185	 -0.295
       0:09.914	 -0.205	 -0.265
       0:09.922	 -0.125	 -0.205
       0:09.930	 -0.105	 -0.145
       0:09.938	 -0.115	 -0.105
       0:09.945	 -0.095	 -0.065
       0:09.953	 -0.125	 -0.045
       0:09.961	 -0.115	 -0.025
       0:09.969	 -0.135	 -0.015
       0:09.977	 -0.155	 -0.015
       0:09.984	 -0.155	  0.005
       0:09.992	 -0.165	 -0.005
       0:10.000	 -0.145	 -0.015
       0:10.008	 -0.125	  0.005
       0:10.016	 -0.145	 -0.005
       0:10.023	 -0.155	 -0.005
       0:10.031	 -0.165	 -0.005
       0:10.039	 -0.145	 -0.015
       0:10.047	 -0.185	 -0.005
       0:10.055	 -0.155	 -0.005
       0:10.063	 -0.135	  0.025
       0:10.070	 -0.145	 -0.015
       0:10.078	 -0.135	 -0.005
       0:10.086	 -0.145	 -0.005
       0:10.094	 -0.165	 -0.015
       0:10.102	 -0.165	 -0.005
       0:10.109	 -0.165	 -0.005
       0:10.117	 -0.135	 -0.015
       0:10.125	 -0.145	 -0.025
       0:10.133	 -0.175	 -0.005
       0:10.141	 -0.165	  0.025
       0:10.148	 -0.125	 -0.005
       0:10.156	 -0.135	  0.015
       0:10.164	 -0.155	  0.045
       0:10.172	 -0.095	  0.065
       0:10.180	 -0.055	  0.075
       0:10.188	  0.025	 -0.005
       0:10.195	 -0.015	 -0.025
       0:10.203	 -0.095	 -0.045
       0:10.211	 -0.135	 -0.035
       0:10.219	 -0.085	 -0.025
       0:10.227	 -0.135	  0.005
       0:10.234	 -0.145	 -0.015
       0:10.242	 -0.195	 -0.025
       0:10.250	 -0.215	 -0.015
       0:10.258	 -0.255	 -0.025
       0:10.266	 -0.235	 -0.025
       0:10.273	 -0.185	 -0.035
       0:10.281	 -0.205	 -0.035
       0:10.289	 -0.215	  0.065
       0:10.297	 -0.645	  0.145
       0:10.305	 -0.725	 -0.115
       0:10.313	  0.095	 -0.565
       0:10.320	  1.815	 -0.265
       0:10.328	  2.635	  0.135
       0:10.336	  2.475	  0.835
       0:10.344	  1.575	  0.145
       0:10.352	 -0.035	 -0.815
       0:10.359	 -0.395	 -0.425
       0:10.367	 -0.325	 -0.105
       0:10.375	 -0.325	 -0.065
       0:10.383	 -0.335	 -0.075
       0:10.391	 -0.345	 -0.055
       0:10.398	 -0.355	 -0.055
       0:10.406	 -0.365	 -0.085
       0:10.414	 -0.355	 -0.085
       0:10.422	 -0.335	 -0.105
       0:10.430	 -0.295	 -0.115
       0:10.438	 -0.295	 -0.135
       0:10.445	 -0.295	 -0.135
       0:10.453	 -0.265	 -0.135
       0:10.461	 -0.235	 -0.145
       0:10.469	 -0.235	 -0.175
       0:10.477	 -0.215	 -0.185
       0:10.484	 -0.205	 -0.195
       0:10.492	 -0.205	 -0.235
       0:10.500	 -0.205	 -0.275
       0:10.508	 -0.175	 -0.285
       0:10.516	 -0.155	 -0.285
       0:10.523	 -0.185	 -0.305
       0:10.531	 -0.205	 -0.325
       0:10.539	 -0.205	 -0.305
       0:10.547	 -0.235	 -0.275
       0:10.555	 -0.215	 -0.265
       0:10.563	 -0.215	 -0.255
       0:10.570	 -0.145	 -0.195
       0:10.578	 -0.145	 -0.135
       0:10.586	 -0.125	 -0.105
       0:10.594	 -0.165	 -0.085
       0:10.602	 -0.155	 -0.045
       0:10.609	 -0.195	 -0.055
       0:10.617	 -0.195	 -0.025
       0:10.625	 -0.215	 -0.025
       0:10.633	 -0.165	 -0.005
       0:10.641	 -0.215	  0.005
       0:10.648	 -0.195	 -0.015
       0:10.656	 -0.185	 -0.045
       0:10.664	 -0.155	 -0.025
       0:10.672	 -0.175	 -0.005
       0:10.680	 -0.175	 -0.015
       0:10.688	 -0.215	 -0.005
       0:10.695	 -0.185	 -0.045
       0:10.703	 -0.195	 -0.015
       0:10.711	 -0.195	 -0.015
       0:10.719	 -0.215	 -0.045
       0:10.727	 -0.205	 -0.025
       0:10.734	 -0.155	 -0.015
       0:10.742	 -0.155	 -0.025
       0:10.750	 -0.215	 -0.035
       0:10.758	 -0.235	 -0.035
       0:10.766	 -0.205	 -0.015
       0:10.773	 -0.195	 -0.045
       0:10.781	 -0.185	 -0.055
       0:10.789	 -0.175	 -0.025
       0:10.797	 -0.135	  0.015
       0:10.805	 -0.105	  0.035
       0:10.813	 -0.155	  0.025
       0:10.820	 -0.095	  0.045
       0:10.828	  0.005	  0.005
       0:10.836	 -0.085	 -0.035
       0:10.844	 -0.095	 -0.085
       0:10.852	 -0.135	 -0.065
       0:10.859	 -0.125	 -0.025
